ts,time,wall_time,mp_count.O+,real_count.O+,px.O+,py.O+,pz.O+,KE.O+,mp_count.e-,real_count.e-,px.e-,py.e-,pz.e-,KE.e-,PE,E_total
3304,6.61e-07,20.9081,68921,1e+08,1.36532e-20,1.36532e-20,1.36572e-20,9.51826e-15,9261,1.25e+07,-3.61012e-20,-3.61012e-20,-3.61007e-20,1.58708e-13,8.79745e-12,8.96567e-12
3305,6.612e-07,20.9135,68921,1e+08,9.61771e-21,9.61771e-21,9.62174e-21,9.52432e-15,9261,1.25e+07,-3.14003e-20,-3.14003e-20,-3.13998e-20,1.58712e-13,8.79744e-12,8.96568e-12
3306,6.614e-07,20.9191,68921,1e+08,5.58226e-21,5.58226e-21,5.58629e-21,9.53037e-15,9261,1.25e+07,-2.66994e-20,-2.66994e-20,-2.66989e-20,1.58723e-13,8.79744e-12,8.96569e-12
3307,6.616e-07,20.925,68921,1e+08,1.54686e-21,1.54686e-21,1.5509e-21,9.53642e-15,9261,1.25e+07,-2.19985e-20,-2.19985e-20,-2.1998e-20,1.58739e-13,8.79742e-12,8.9657e-12
3308,6.618e-07,20.9303,68921,1e+08,-2.48845e-21,-2.48845e-21,-2.48442e-21,9.54248e-15,9261,1.25e+07,-1.72978e-20,-1.72978e-20,-1.72973e-20,1.58761e-13,8.7974e-12,8.9657e-12
3309,6.62e-07,20.9367,68921,1e+08,-6.52369e-21,-6.52369e-21,-6.51965e-21,9.54854e-15,9261,1.25e+07,-1.25971e-20,-1.25971e-20,-1.25966e-20,1.58789e-13,8.79737e-12,8.96571e-12
3310,6.622e-07,20.9431,68921,1e+08,-1.05588e-20,-1.05588e-20,-1.05548e-20,9.5546e-15,9261,1.25e+07,-7.89651e-21,-7.89651e-21,-7.89602e-21,1.58822e-13,8.79734e-12,8.96572e-12
3311,6.624e-07,20.9499,68921,1e+08,-1.45939e-20,-1.45939e-20,-1.45898e-20,9.56067e-15,9261,1.25e+07,-3.19605e-21,-3.19605e-21,-3.19557e-21,1.58862e-13,8.7973e-12,8.96573e-12
3312,6.626e-07,20.9566,68921,1e+08,-1.86288e-20,-1.86288e-20,-1.86247e-20,9.56673e-15,9261,1.25e+07,1.50428e-21,1.50428e-21,1.50476e-21,1.58907e-13,8.79726e-12,8.96573e-12
3313,6.628e-07,20.9625,68921,1e+08,-2.26635e-20,-2.26635e-20,-2.26595e-20,9.5728e-15,9261,1.25e+07,6.20446e-21,6.20446e-21,6.20494e-21,1.58958e-13,8.79721e-12,8.96574e-12
3314,6.63e-07,20.968,68921,1e+08,-2.66982e-20,-2.66982e-20,-2.66941e-20,9.57887e-15,9261,1.25e+07,1.09045e-20,1.09045e-20,1.0905e-20,1.59015e-13,8.79715e-12,8.96574e-12
3315,6.632e-07,20.9738,68921,1e+08,-3.07326e-20,-3.07326e-20,-3.07286e-20,9.58494e-15,9261,1.25e+07,1.56043e-20,1.56043e-20,1.56048e-20,1.59077e-13,8.79709e-12,8.96575e-12
3316,6.634e-07,20.9795,68921,1e+08,-3.47669e-20,-3.47669e-20,-3.47629e-20,9.59102e-15,9261,1.25e+07,2.0304e-20,2.0304e-20,2.03045e-20,1.59146e-13,8.79702e-12,8.96576e-12
3317,6.636e-07,20.9852,68921,1e+08,-3.88011e-20,-3.88011e-20,-3.8797e-20,9.59709e-15,9261,1.25e+07,2.50035e-20,2.50035e-20,2.5004e-20,1.5922e-13,8.79694e-12,8.96576e-12
3318,6.638e-07,20.9908,68921,1e+08,-4.2835e-20,-4.2835e-20,-4.28309e-20,9.60317e-15,9261,1.25e+07,2.97028e-20,2.97028e-20,2.97032e-20,1.593e-13,8.79686e-12,8.96577e-12
3319,6.64e-07,20.9967,68921,1e+08,-4.68687e-20,-4.68687e-20,-4.68647e-20,9.60925e-15,9261,1.25e+07,3.44018e-20,3.44018e-20,3.44023e-20,1.59386e-13,8.79678e-12,8.96577e-12
3320,6.642e-07,21.0024,68921,1e+08,-5.09023e-20,-5.09023e-20,-5.08982e-20,9.61533e-15,9261,1.25e+07,3.91006e-20,3.91006e-20,3.91011e-20,1.59477e-13,8.79668e-12,8.96578e-12
3321,6.644e-07,21.0083,68921,1e+08,-5.49355e-20,-5.49355e-20,-5.49315e-20,9.62142e-15,9261,1.25e+07,4.37992e-20,4.37992e-20,4.37996e-20,1.59575e-13,8.79659e-12,8.96578e-12
3322,6.646e-07,21.0137,68921,1e+08,-5.89686e-20,-5.89686e-20,-5.89645e-20,9.6275e-15,9261,1.25e+07,4.84974e-20,4.84974e-20,4.84979e-20,1.59678e-13,8.79648e-12,8.96579e-12
3323,6.648e-07,21.0193,68921,1e+08,-6.30014e-20,-6.30014e-20,-6.29973e-20,9.63359e-15,9261,1.25e+07,5.31954e-20,5.31954e-20,5.31959e-20,1.59787e-13,8.79637e-12,8.96579e-12
3324,6.65e-07,21.0253,68921,1e+08,-6.70339e-20,-6.70339e-20,-6.70299e-20,9.63968e-15,9261,1.25e+07,5.78932e-20,5.78932e-20,5.78936e-20,1.59902e-13,8.79626e-12,8.9658e-12
3325,6.652e-07,21.0307,68921,1e+08,-7.10662e-20,-7.10662e-20,-7.10621e-20,9.64577e-15,9261,1.25e+07,6.25906e-20,6.25906e-20,6.2591e-20,1.60023e-13,8.79614e-12,8.9658e-12
3326,6.654e-07,21.0366,68921,1e+08,-7.50982e-20,-7.50982e-20,-7.50941e-20,9.65187e-15,9261,1.25e+07,6.72876e-20,6.72876e-20,6.72881e-20,1.6015e-13,8.79601e-12,8.96581e-12
3327,6.656e-07,21.0419,68921,1e+08,-7.91299e-20,-7.91299e-20,-7.91258e-20,9.65796e-15,9261,1.25e+07,7.19844e-20,7.19844e-20,7.19849e-20,1.60282e-13,8.79588e-12,8.96582e-12
3328,6.658e-07,21.0472,68921,1e+08,-8.31613e-20,-8.31613e-20,-8.31572e-20,9.66406e-15,9261,1.25e+07,7.66808e-20,7.66808e-20,7.66813e-20,1.6042e-13,8.79574e-12,8.96582e-12
3329,6.66e-07,21.053,68921,1e+08,-8.71923e-20,-8.71923e-20,-8.71882e-20,9.67016e-15,9261,1.25e+07,8.13768e-20,8.13768e-20,8.13773e-20,1.60565e-13,8.79559e-12,8.96583e-12
3330,6.662e-07,21.0591,68921,1e+08,-9.1223e-20,-9.1223e-20,-9.12189e-20,9.67626e-15,9261,1.25e+07,8.60725e-20,8.60725e-20,8.60729e-20,1.60714e-13,8.79544e-12,8.96583e-12
3331,6.664e-07,21.0648,68921,1e+08,-9.52534e-20,-9.52534e-20,-9.52493e-20,9.68237e-15,9261,1.25e+07,9.07677e-20,9.07677e-20,9.07682e-20,1.6087e-13,8.79529e-12,8.96584e-12
3332,6.666e-07,21.0712,68921,1e+08,-9.92834e-20,-9.92834e-20,-9.92793e-20,9.68847e-15,9261,1.25e+07,9.54626e-20,9.54626e-20,9.54631e-20,1.61032e-13,8.79512e-12,8.96584e-12
3333,6.668e-07,21.0778,68921,1e+08,-1.03313e-19,-1.03313e-19,-1.03309e-19,9.69458e-15,9261,1.25e+07,1.00157e-19,1.00157e-19,1.00157e-19,1.61199e-13,8.79495e-12,8.96585e-12
3334,6.67e-07,21.0853,68921,1e+08,-1.07342e-19,-1.07342e-19,-1.07338e-19,9.70069e-15,9261,1.25e+07,1.04851e-19,1.04851e-19,1.04851e-19,1.61373e-13,8.79478e-12,8.96585e-12
3335,6.672e-07,21.0915,68921,1e+08,-1.11371e-19,-1.11371e-19,-1.11367e-19,9.7068e-15,9261,1.25e+07,1.09545e-19,1.09545e-19,1.09545e-19,1.61552e-13,8.7946e-12,8.96586e-12
3336,6.674e-07,21.0973,68921,1e+08,-1.154e-19,-1.154e-19,-1.15396e-19,9.71291e-15,9261,1.25e+07,1.14238e-19,1.14238e-19,1.14238e-19,1.61737e-13,8.79441e-12,8.96586e-12
3337,6.676e-07,21.103,68921,1e+08,-1.19428e-19,-1.19428e-19,-1.19424e-19,9.71903e-15,9261,1.25e+07,1.1893e-19,1.1893e-19,1.18931e-19,1.61927e-13,8.79422e-12,8.96587e-12
3338,6.678e-07,21.1088,68921,1e+08,-1.23455e-19,-1.23455e-19,-1.23451e-19,9.72514e-15,9261,1.25e+07,1.23622e-19,1.23622e-19,1.23623e-19,1.62124e-13,8.79402e-12,8.96587e-12
3339,6.68e-07,21.1148,68921,1e+08,-1.27482e-19,-1.27482e-19,-1.27478e-19,9.73126e-15,9261,1.25e+07,1.28314e-19,1.28314e-19,1.28315e-19,1.62327e-13,8.79382e-12,8.96588e-12
3340,6.682e-07,21.1206,68921,1e+08,-1.31509e-19,-1.31509e-19,-1.31505e-19,9.73738e-15,9261,1.25e+07,1.33005e-19,1.33005e-19,1.33006e-19,1.62535e-13,8.79361e-12,8.96588e-12
3341,6.684e-07,21.1267,68921,1e+08,-1.35535e-19,-1.35535e-19,-1.35531e-19,9.74351e-15,9261,1.25e+07,1.37696e-19,1.37696e-19,1.37696e-19,1.62749e-13,8.79339e-12,8.96589e-12
3342,6.686e-07,21.1326,68921,1e+08,-1.39561e-19,-1.39561e-19,-1.39557e-19,9.74963e-15,9261,1.25e+07,1.42386e-19,1.42386e-19,1.42386e-19,1.62969e-13,8.79317e-12,8.96589e-12
3343,6.688e-07,21.1385,68921,1e+08,-1.43586e-19,-1.43586e-19,-1.43582e-19,9.75576e-15,9261,1.25e+07,1.47075e-19,1.47075e-19,1.47076e-19,1.63195e-13,8.79294e-12,8.96589e-12
3344,6.69e-07,21.1448,68921,1e+08,-1.47611e-19,-1.47611e-19,-1.47607e-19,9.76188e-15,9261,1.25e+07,1.51764e-19,1.51764e-19,1.51765e-19,1.63426e-13,8.79271e-12,8.9659e-12
3345,6.692e-07,21.1512,68921,1e+08,-1.51636e-19,-1.51636e-19,-1.51631e-19,9.76801e-15,9261,1.25e+07,1.56452e-19,1.56452e-19,1.56453e-19,1.63664e-13,8.79247e-12,8.96591e-12
3346,6.694e-07,21.1575,68921,1e+08,-1.55659e-19,-1.55659e-19,-1.55655e-19,9.77415e-15,9261,1.25e+07,1.6114e-19,1.6114e-19,1.61141e-19,1.63907e-13,8.79223e-12,8.96591e-12
3347,6.696e-07,21.1646,68921,1e+08,-1.59683e-19,-1.59683e-19,-1.59678e-19,9.78028e-15,9261,1.25e+07,1.65827e-19,1.65827e-19,1.65828e-19,1.64156e-13,8.79198e-12,8.96592e-12
3348,6.698e-07,21.1708,68921,1e+08,-1.63705e-19,-1.63705e-19,-1.63701e-19,9.78642e-15,9261,1.25e+07,1.70514e-19,1.70514e-19,1.70514e-19,1.64411e-13,8.79172e-12,8.96592e-12
3349,6.7e-07,21.1777,68921,1e+08,-1.67727e-19,-1.67727e-19,-1.67723e-19,9.79255e-15,9261,1.25e+07,1.752e-19,1.752e-19,1.752e-19,1.64672e-13,8.79146e-12,8.96593e-12
3350,6.702e-07,21.1836,68921,1e+08,-1.71749e-19,-1.71749e-19,-1.71745e-19,9.79869e-15,9261,1.25e+07,1.79885e-19,1.79885e-19,1.79885e-19,1.64939e-13,8.79119e-12,8.96593e-12
3351,6.704e-07,21.1895,68921,1e+08,-1.7577e-19,-1.7577e-19,-1.75766e-19,9.80483e-15,9261,1.25e+07,1.84569e-19,1.84569e-19,1.8457e-19,1.65211e-13,8.79092e-12,8.96594e-12
3352,6.706e-07,21.1956,68921,1e+08,-1.7979e-19,-1.7979e-19,-1.79786e-19,9.81098e-15,9261,1.25e+07,1.89253e-19,1.89253e-19,1.89254e-19,1.65489e-13,8.79064e-12,8.96594e-12
3353,6.708e-07,21.2015,68921,1e+08,-1.8381e-19,-1.8381e-19,-1.83806e-19,9.81712e-15,9261,1.25e+07,1.93936e-19,1.93936e-19,1.93937e-19,1.65773e-13,8.79036e-12,8.96595e-12
3354,6.71e-07,21.2082,68921,1e+08,-1.87829e-19,-1.87829e-19,-1.87825e-19,9.82327e-15,9261,1.25e+07,1.98619e-19,1.98619e-19,1.98619e-19,1.66063e-13,8.79007e-12,8.96595e-12
3355,6.712e-07,21.2145,68921,1e+08,-1.91847e-19,-1.91847e-19,-1.91843e-19,9.82942e-15,9261,1.25e+07,2.033e-19,2.033e-19,2.03301e-19,1.66359e-13,8.78977e-12,8.96596e-12
3356,6.714e-07,21.2204,68921,1e+08,-1.95865e-19,-1.95865e-19,-1.95861e-19,9.83557e-15,9261,1.25e+07,2.07981e-19,2.07981e-19,2.07982e-19,1.66661e-13,8.78947e-12,8.96597e-12
3357,6.716e-07,21.2267,68921,1e+08,-1.99883e-19,-1.99883e-19,-1.99878e-19,9.84172e-15,9261,1.25e+07,2.12662e-19,2.12662e-19,2.12662e-19,1.66968e-13,8.78916e-12,8.96597e-12
3358,6.718e-07,21.2326,68921,1e+08,-2.03899e-19,-2.03899e-19,-2.03895e-19,9.84787e-15,9261,1.25e+07,2.17341e-19,2.17341e-19,2.17342e-19,1.67281e-13,8.78885e-12,8.96598e-12
3359,6.72e-07,21.239,68921,1e+08,-2.07915e-19,-2.07915e-19,-2.07911e-19,9.85403e-15,9261,1.25e+07,2.2202e-19,2.2202e-19,2.2202e-19,1.676e-13,8.78853e-12,8.96598e-12
3360,6.722e-07,21.2452,68921,1e+08,-2.1193e-19,-2.1193e-19,-2.11926e-19,9.86019e-15,9261,1.25e+07,2.26698e-19,2.26698e-19,2.26698e-19,1.67925e-13,8.7882e-12,8.96599e-12
3361,6.724e-07,21.251,68921,1e+08,-2.15944e-19,-2.15944e-19,-2.1594e-19,9.86635e-15,9261,1.25e+07,2.31375e-19,2.31375e-19,2.31375e-19,1.68256e-13,8.78787e-12,8.96599e-12
3362,6.726e-07,21.2574,68921,1e+08,-2.19958e-19,-2.19958e-19,-2.19954e-19,9.87251e-15,9261,1.25e+07,2.36051e-19,2.36051e-19,2.36051e-19,1.68592e-13,8.78753e-12,8.966e-12
3363,6.728e-07,21.2632,68921,1e+08,-2.23971e-19,-2.23971e-19,-2.23967e-19,9.87867e-15,9261,1.25e+07,2.40726e-19,2.40726e-19,2.40727e-19,1.68934e-13,8.78719e-12,8.966e-12
3364,6.73e-07,21.2696,68921,1e+08,-2.27984e-19,-2.27984e-19,-2.27979e-19,9.88484e-15,9261,1.25e+07,2.45401e-19,2.45401e-19,2.45401e-19,1.69282e-13,8.78684e-12,8.96601e-12
3365,6.732e-07,21.2756,68921,1e+08,-2.31995e-19,-2.31995e-19,-2.31991e-19,9.891e-15,9261,1.25e+07,2.50075e-19,2.50075e-19,2.50075e-19,1.69636e-13,8.78649e-12,8.96602e-12
3366,6.734e-07,21.2815,68921,1e+08,-2.36006e-19,-2.36006e-19,-2.36002e-19,9.89717e-15,9261,1.25e+07,2.54747e-19,2.54747e-19,2.54748e-19,1.69996e-13,8.78613e-12,8.96602e-12
3367,6.736e-07,21.2875,68921,1e+08,-2.40016e-19,-2.40016e-19,-2.40012e-19,9.90334e-15,9261,1.25e+07,2.59419e-19,2.59419e-19,2.5942e-19,1.70361e-13,8.78576e-12,8.96603e-12
3368,6.738e-07,21.2934,68921,1e+08,-2.44025e-19,-2.44025e-19,-2.44021e-19,9.90951e-15,9261,1.25e+07,2.6409e-19,2.6409e-19,2.64091e-19,1.70732e-13,8.78539e-12,8.96603e-12
3369,6.74e-07,21.2992,68921,1e+08,-2.48033e-19,-2.48033e-19,-2.48029e-19,9.91569e-15,9261,1.25e+07,2.68761e-19,2.68761e-19,2.68761e-19,1.71109e-13,8.78501e-12,8.96604e-12
3370,6.742e-07,21.3063,68921,1e+08,-2.52041e-19,-2.52041e-19,-2.52037e-19,9.92186e-15,9261,1.25e+07,2.7343e-19,2.7343e-19,2.7343e-19,1.71492e-13,8.78463e-12,8.96604e-12
3371,6.744e-07,21.3125,68921,1e+08,-2.56048e-19,-2.56048e-19,-2.56044e-19,9.92804e-15,9261,1.25e+07,2.78098e-19,2.78098e-19,2.78098e-19,1.71881e-13,8.78424e-12,8.96604e-12
3372,6.746e-07,21.3194,68921,1e+08,-2.60054e-19,-2.60054e-19,-2.60049e-19,9.93422e-15,9261,1.25e+07,2.82765e-19,2.82765e-19,2.82766e-19,1.72275e-13,8.78384e-12,8.96605e-12
3373,6.748e-07,21.325,68921,1e+08,-2.64059e-19,-2.64059e-19,-2.64055e-19,9.9404e-15,9261,1.25e+07,2.87432e-19,2.87432e-19,2.87432e-19,1.72675e-13,8.78344e-12,8.96605e-12
3374,6.75e-07,21.3307,68921,1e+08,-2.68063e-19,-2.68063e-19,-2.68059e-19,9.94658e-15,9261,1.25e+07,2.92097e-19,2.92097e-19,2.92097e-19,1.73081e-13,8.78303e-12,8.96606e-12
3375,6.752e-07,21.3364,68921,1e+08,-2.72066e-19,-2.72066e-19,-2.72062e-19,9.95277e-15,9261,1.25e+07,2.96761e-19,2.96761e-19,2.96762e-19,1.73492e-13,8.78261e-12,8.96606e-12
3376,6.754e-07,21.3421,68921,1e+08,-2.76069e-19,-2.76069e-19,-2.76065e-19,9.95895e-15,9261,1.25e+07,3.01424e-19,3.01424e-19,3.01425e-19,1.7391e-13,8.78219e-12,8.96606e-12
3377,6.756e-07,21.3482,68921,1e+08,-2.8007e-19,-2.8007e-19,-2.80066e-19,9.96514e-15,9261,1.25e+07,3.06087e-19,3.06087e-19,3.06087e-19,1.74333e-13,8.78177e-12,8.96607e-12
3378,6.758e-07,21.3545,68921,1e+08,-2.84071e-19,-2.84071e-19,-2.84067e-19,9.97133e-15,9261,1.25e+07,3.10748e-19,3.10748e-19,3.10748e-19,1.74762e-13,8.78134e-12,8.96607e-12
3379,6.76e-07,21.3604,68921,1e+08,-2.88071e-19,-2.88071e-19,-2.88067e-19,9.97752e-15,9261,1.25e+07,3.15408e-19,3.15408e-19,3.15409e-19,1.75197e-13,8.78091e-12,8.96608e-12
3380,6.762e-07,21.3667,68921,1e+08,-2.9207e-19,-2.9207e-19,-2.92065e-19,9.98371e-15,9261,1.25e+07,3.20067e-19,3.20067e-19,3.20068e-19,1.75637e-13,8.78046e-12,8.96609e-12
3381,6.764e-07,21.3724,68921,1e+08,-2.96068e-19,-2.96068e-19,-2.96063e-19,9.98991e-15,9261,1.25e+07,3.24725e-19,3.24725e-19,3.24726e-19,1.76083e-13,8.78002e-12,8.96609e-12
3382,6.766e-07,21.3786,68921,1e+08,-3.00064e-19,-3.00064e-19,-3.0006e-19,9.9961e-15,9261,1.25e+07,3.29382e-19,3.29382e-19,3.29383e-19,1.76535e-13,8.77956e-12,8.9661e-12
3383,6.768e-07,21.3844,68921,1e+08,-3.0406e-19,-3.0406e-19,-3.04056e-19,1.00023e-14,9261,1.25e+07,3.34038e-19,3.34038e-19,3.34038e-19,1.76993e-13,8.77911e-12,8.9661e-12
3384,6.77e-07,21.39,68921,1e+08,-3.08055e-19,-3.08055e-19,-3.08051e-19,1.00085e-14,9261,1.25e+07,3.38693e-19,3.38693e-19,3.38693e-19,1.77457e-13,8.77864e-12,8.96611e-12
3385,6.772e-07,21.3957,68921,1e+08,-3.12049e-19,-3.12049e-19,-3.12045e-19,1.00147e-14,9261,1.25e+07,3.43346e-19,3.43346e-19,3.43347e-19,1.77926e-13,8.77817e-12,8.96611e-12
3386,6.774e-07,21.4014,68921,1e+08,-3.16042e-19,-3.16042e-19,-3.16038e-19,1.00209e-14,9261,1.25e+07,3.47999e-19,3.47999e-19,3.47999e-19,1.78401e-13,8.7777e-12,8.96612e-12
3387,6.776e-07,21.4071,68921,1e+08,-3.20034e-19,-3.20034e-19,-3.2003e-19,1.00271e-14,9261,1.25e+07,3.5265e-19,3.5265e-19,3.5265e-19,1.78882e-13,8.77722e-12,8.96612e-12
3388,6.778e-07,21.4134,68921,1e+08,-3.24025e-19,-3.24025e-19,-3.24021e-19,1.00333e-14,9261,1.25e+07,3.573e-19,3.573e-19,3.573e-19,1.79368e-13,8.77673e-12,8.96613e-12
3389,6.78e-07,21.4192,68921,1e+08,-3.28015e-19,-3.28015e-19,-3.28011e-19,1.00395e-14,9261,1.25e+07,3.61949e-19,3.61949e-19,3.61949e-19,1.7986e-13,8.77623e-12,8.96613e-12
3390,6.782e-07,21.4249,68921,1e+08,-3.32004e-19,-3.32004e-19,-3.32e-19,1.00457e-14,9261,1.25e+07,3.66596e-19,3.66596e-19,3.66597e-19,1.80358e-13,8.77573e-12,8.96614e-12
3391,6.784e-07,21.4306,68921,1e+08,-3.35992e-19,-3.35992e-19,-3.35988e-19,1.00519e-14,9261,1.25e+07,3.71243e-19,3.71243e-19,3.71243e-19,1.80862e-13,8.77523e-12,8.96614e-12
3392,6.786e-07,21.4368,68921,1e+08,-3.39979e-19,-3.39979e-19,-3.39974e-19,1.00582e-14,9261,1.25e+07,3.75888e-19,3.75888e-19,3.75888e-19,1.81371e-13,8.77472e-12,8.96615e-12
3393,6.788e-07,21.4426,68921,1e+08,-3.43964e-19,-3.43964e-19,-3.4396e-19,1.00644e-14,9261,1.25e+07,3.80532e-19,3.80532e-19,3.80532e-19,1.81886e-13,8.7742e-12,8.96615e-12
3394,6.79e-07,21.4484,68921,1e+08,-3.47949e-19,-3.47949e-19,-3.47945e-19,1.00706e-14,9261,1.25e+07,3.85174e-19,3.85174e-19,3.85175e-19,1.82407e-13,8.77368e-12,8.96616e-12
3395,6.792e-07,21.4541,68921,1e+08,-3.51932e-19,-3.51932e-19,-3.51928e-19,1.00768e-14,9261,1.25e+07,3.89815e-19,3.89815e-19,3.89816e-19,1.82933e-13,8.77315e-12,8.96616e-12
3396,6.794e-07,21.4605,68921,1e+08,-3.55914e-19,-3.55914e-19,-3.5591e-19,1.0083e-14,9261,1.25e+07,3.94455e-19,3.94455e-19,3.94456e-19,1.83465e-13,8.77261e-12,8.96616e-12
3397,6.796e-07,21.4666,68921,1e+08,-3.59896e-19,-3.59896e-19,-3.59891e-19,1.00893e-14,9261,1.25e+07,3.99094e-19,3.99094e-19,3.99095e-19,1.84003e-13,8.77207e-12,8.96617e-12
3398,6.798e-07,21.4722,68921,1e+08,-3.63876e-19,-3.63876e-19,-3.63871e-19,1.00955e-14,9261,1.25e+07,4.03732e-19,4.03732e-19,4.03732e-19,1.84547e-13,8.77153e-12,8.96617e-12
3399,6.8e-07,21.4779,68921,1e+08,-3.67854e-19,-3.67854e-19,-3.6785e-19,1.01017e-14,9261,1.25e+07,4.08368e-19,4.08368e-19,4.08368e-19,1.85096e-13,8.77098e-12,8.96618e-12
3400,6.802e-07,21.4835,68921,1e+08,-3.71832e-19,-3.71832e-19,-3.71828e-19,1.01079e-14,9261,1.25e+07,4.13002e-19,4.13002e-19,4.13003e-19,1.8565e-13,8.77042e-12,8.96618e-12
3401,6.804e-07,21.5239,68921,1e+08,-3.75809e-19,-3.75809e-19,-3.75804e-19,1.01142e-14,9261,1.25e+07,4.17636e-19,4.17636e-19,4.17636e-19,1.8621e-13,8.76986e-12,8.96619e-12
3402,6.806e-07,21.5295,68921,1e+08,-3.79784e-19,-3.79784e-19,-3.7978e-19,1.01204e-14,9261,1.25e+07,4.22268e-19,4.22268e-19,4.22268e-19,1.86776e-13,8.76929e-12,8.96619e-12
3403,6.808e-07,21.5352,68921,1e+08,-3.83758e-19,-3.83758e-19,-3.83754e-19,1.01266e-14,9261,1.25e+07,4.26898e-19,4.26898e-19,4.26899e-19,1.87348e-13,8.76872e-12,8.9662e-12
3404,6.81e-07,21.5407,68921,1e+08,-3.87731e-19,-3.87731e-19,-3.87727e-19,1.01329e-14,9261,1.25e+07,4.31527e-19,4.31527e-19,4.31528e-19,1.87925e-13,8.76814e-12,8.9662e-12
3405,6.812e-07,21.5463,68921,1e+08,-3.91702e-19,-3.91702e-19,-3.91698e-19,1.01391e-14,9261,1.25e+07,4.36155e-19,4.36155e-19,4.36155e-19,1.88508e-13,8.76756e-12,8.96621e-12
3406,6.814e-07,21.552,68921,1e+08,-3.95673e-19,-3.95673e-19,-3.95669e-19,1.01453e-14,9261,1.25e+07,4.40781e-19,4.40781e-19,4.40782e-19,1.89096e-13,8.76697e-12,8.96621e-12
3407,6.816e-07,21.5576,68921,1e+08,-3.99642e-19,-3.99642e-19,-3.99638e-19,1.01516e-14,9261,1.25e+07,4.45406e-19,4.45406e-19,4.45406e-19,1.8969e-13,8.76637e-12,8.96622e-12
3408,6.818e-07,21.5632,68921,1e+08,-4.0361e-19,-4.0361e-19,-4.03606e-19,1.01578e-14,9261,1.25e+07,4.50029e-19,4.50029e-19,4.5003e-19,1.90289e-13,8.76577e-12,8.96622e-12
3409,6.82e-07,21.5688,68921,1e+08,-4.07576e-19,-4.07576e-19,-4.07572e-19,1.0164e-14,9261,1.25e+07,4.54651e-19,4.54651e-19,4.54652e-19,1.90894e-13,8.76517e-12,8.96622e-12
3410,6.822e-07,21.5743,68921,1e+08,-4.11542e-19,-4.11542e-19,-4.11537e-19,1.01703e-14,9261,1.25e+07,4.59272e-19,4.59272e-19,4.59272e-19,1.91504e-13,8.76455e-12,8.96623e-12
3411,6.824e-07,21.5801,68921,1e+08,-4.15506e-19,-4.15506e-19,-4.15501e-19,1.01765e-14,9261,1.25e+07,4.6389e-19,4.6389e-19,4.63891e-19,1.9212e-13,8.76393e-12,8.96623e-12
3412,6.826e-07,21.5859,68921,1e+08,-4.19468e-19,-4.19468e-19,-4.19464e-19,1.01828e-14,9261,1.25e+07,4.68508e-19,4.68508e-19,4.68508e-19,1.92742e-13,8.76331e-12,8.96623e-12
3413,6.828e-07,21.5919,68921,1e+08,-4.23429e-19,-4.23429e-19,-4.23425e-19,1.0189e-14,9261,1.25e+07,4.73123e-19,4.73123e-19,4.73124e-19,1.93369e-13,8.76268e-12,8.96624e-12
3414,6.83e-07,21.5976,68921,1e+08,-4.27389e-19,-4.27389e-19,-4.27385e-19,1.01953e-14,9261,1.25e+07,4.77738e-19,4.77738e-19,4.77738e-19,1.94001e-13,8.76205e-12,8.96624e-12
3415,6.832e-07,21.6033,68921,1e+08,-4.31348e-19,-4.31348e-19,-4.31344e-19,1.02015e-14,9261,1.25e+07,4.8235e-19,4.8235e-19,4.82351e-19,1.94639e-13,8.76141e-12,8.96625e-12
3416,6.834e-07,21.6093,68921,1e+08,-4.35305e-19,-4.35305e-19,-4.35301e-19,1.02078e-14,9261,1.25e+07,4.86961e-19,4.86961e-19,4.86962e-19,1.95283e-13,8.76076e-12,8.96625e-12
3417,6.836e-07,21.6149,68921,1e+08,-4.39261e-19,-4.39261e-19,-4.39257e-19,1.0214e-14,9261,1.25e+07,4.91571e-19,4.91571e-19,4.91571e-19,1.95931e-13,8.76011e-12,8.96626e-12
3418,6.838e-07,21.621,68921,1e+08,-4.43215e-19,-4.43215e-19,-4.43211e-19,1.02203e-14,9261,1.25e+07,4.96179e-19,4.96179e-19,4.96179e-19,1.96586e-13,8.75945e-12,8.96626e-12
3419,6.84e-07,21.6272,68921,1e+08,-4.47169e-19,-4.47169e-19,-4.47164e-19,1.02265e-14,9261,1.25e+07,5.00785e-19,5.00785e-19,5.00785e-19,1.97245e-13,8.75879e-12,8.96626e-12
3420,6.842e-07,21.6334,68921,1e+08,-4.5112e-19,-4.5112e-19,-4.51116e-19,1.02328e-14,9261,1.25e+07,5.0539e-19,5.0539e-19,5.0539e-19,1.9791e-13,8.75812e-12,8.96627e-12
3421,6.844e-07,21.6397,68921,1e+08,-4.5507e-19,-4.5507e-19,-4.55066e-19,1.02391e-14,9261,1.25e+07,5.09992e-19,5.09992e-19,5.09993e-19,1.98581e-13,8.75745e-12,8.96627e-12
3422,6.846e-07,21.6463,68921,1e+08,-4.59019e-19,-4.59019e-19,-4.59015e-19,1.02453e-14,9261,1.25e+07,5.14594e-19,5.14594e-19,5.14594e-19,1.99257e-13,8.75677e-12,8.96628e-12
3423,6.848e-07,21.6524,68921,1e+08,-4.62966e-19,-4.62966e-19,-4.62962e-19,1.02516e-14,9261,1.25e+07,5.19193e-19,5.19193e-19,5.19194e-19,1.99938e-13,8.75609e-12,8.96628e-12
